Territory,County,Address,Nr. Chargers,Max. Sim. CCS,Max. Sim. CHAdeMo,Max. Sim. Fast AC,Max. Sim. AC Socket,CCS kWs,CHAdeMO kWs,AC Fast kWs,AC Socket kWs,Latitude,Longitude,Open Hours,Road / Route / Exit,Latest Change
RoI,Longford,"Church Street, Longford",1,0,0,0,2,,,,22(2),53.73057,-7.8016,24 x 7,,
RoI,Longford,"Market Square, Longford",1,0,0,0,2,,,,22(2),53.725111,-7.800276,24 x 7,,
RoI,Longford,"Camlin Centra Texaco Service Station, Dublin Road, Longford",1,1,1,1,0,50,50,43,,53.724529,-7.78376,24 x 7,,
RoI,Longford,"Irish Rail Car Park, Off Earl Street, Longford Town",1,0,0,0,2,,,,22(2),53.723916,-7.795273,24 x 7,,
RoI,Louth,"Irish Street, Ardee",1,0,0,0,2,,,,22(2),53.860912,-6.542098,24 x 7,,
RoI,Louth,"Village Centre Car Park, Main Street (R172), Blackrock",1,0,0,0,2,,,,22(2),53.963924,-6.364996,24 x 7,R172,
RoI,Louth,"Tourist Office Car Park, Market Street/R173, Carlingford",1,0,0,0,2,,,,22(2),54.040456,-6.185322,24 x 7,R173,
RoI,Louth,"Public Car Park, Trinity Street, Drogheda",1,0,0,0,2,,,,22(2),53.717924,-6.363419,24 x 7,,
RoI,Louth,"Bolton Square Public Car Park, Bolton Street, Drogheda",1,1,1,0,1,50,50,,22,53.71713,-6.354049,24 x 7,,
RoI,Louth,"Irish Rail, Dublin Road, Drogheda",1,0,0,0,2,,,,22(2),53.7119,-6.3366,24 x 7,,
RoI,Louth,"Bus Station Car Park, Donore Road, Drogheda",1,0,0,0,2,,,,22(2),53.710949,-6.355072,24 x 7,,
RoI,Louth,"Tesco Extra Drogheda, Donore Rd, Matthews Ln S, Lagavooren, Drogheda, Co. Louth, Drogheda",1,0,0,0,2,,,,22(2),53.7023422,-6.374282,24 x 7,,
RoI,Louth,"Linenhall Street, Dundalk",1,0,0,0,2,,,,22(2),54.010244,-6.402563,24 x 7,,
RoI,Louth,"Long Walk Shopping Centre, The Long Walk, Dundalk",1,0,0,0,2,,,,22(2),54.006182,-6.404217,24 x 7,,
RoI,Louth,"Louth County Council, Saint Alphonsus Road, Dundalk",1,0,0,0,2,,,,22(2),54.003855,-6.387454,24 x 7,,
RoI,Louth,"Public Car Park, Rampart Lane, Dundalk",1,1,1,0,1,50,50,,22,54.003329,-6.397354,24 x 7,,
RoI,Louth,"Irish Rail, Carrickmacross Road, Dundalk",1,0,0,0,2,,,,22(2),54.000122,-6.412418,24 x 7,,
RoI,Louth,"Tesco Dundalk, Dundalk Shopping Centre, Stapleton Dr, Dundalk, Co. Louth, Dundalk",1,0,0,0,2,,,,22(2),53.9985074,-6.4050677,24 x 7,,
RoI,Louth,"Circle K Oriel Service Station Dublin Road, Dundalk, A91 YN3F",2,3,3,0,1,"150(2), 50","70(2), 50",,22,53.9883546,-6.3985334,24 x 7,,
RoI,Mayo,"Public Car Park, Humbert Street, Ballina",1,0,0,0,2,,,,7(2),54.116236,-9.153369,24 x 7,,
RoI,Mayo,"Moy Court, Off Bachelor's Walk, Ballina",1,1,1,0,1,50,50,,22,54.1157591,-9.149274,24 x 7,,
RoI,Mayo,"McHugh's Texaco Service Station, Galway Road, Ballindine",1,1,1,1,0,50,50,43,,53.667639,-8.955524,24 x 7,,
RoI,Mayo,"Tesco Superstore, Claremorris Road, Ballinrobe",1,0,0,0,2,,,,22(2),53.6272855,-9.217092,24 x 7,,
RoI,Mayo,"SuperValu Car Park, Church Lane, Ballinrobe",1,0,0,0,2,,,,22(2),53.622633,-9.221264,24 x 7,,
RoI,Mayo,"Swimming Pool Car Park, Clare Street, Ballyhaunis",1,0,0,0,2,,,,22(2),53.762046,-8.765583,24 x 7,,
RoI,Mayo,"Car Park, Off Church Street, Belmullet",1,0,0,0,2,,,,22(2),54.222996,-9.989089,24 x 7,,
RoI,Mayo,"Public Car Park, Market Street, Castlebar",1,0,0,0,2,,,,22(2),53.8569,-9.3007,24 x 7,,
RoI,Mayo,"Mulroys Service Station, Castlebar",2,3,1,0,0,"150(2), 100",50,,,53.8566681,-9.2845905,24 x 7,,
RoI,Mayo,"Casey's Centra Circle K, Lannagh Road, Castlebar",1,1,1,1,0,50,50,43,,53.854221,-9.305581,24 x 7,,
RoI,Mayo,"The Mall, Castlebar",1,0,0,0,2,,,,22(2),53.8534,-9.2985,24 x 7,,
RoI,Mayo,"Charlestown Service Station (Supermac's) Ballyhaunis Road, Charlestown",2,4,4,0,0,200(4),70(4),,,53.9598341,-8.7957719,24 x 7,,
RoI,Mayo,"Leisure Centre Car Park, Dalton Street, Claremorris",1,2,0,0,0,100(2),,,,53.722118,-8.996996,24 x 7,,
RoI,Mayo,"Tesco, Kiltimagh Road (via Chapel Street), Swinford",1,0,0,0,2,,,,22(2),53.9386,-8.9525,24 x 7,,
RoI,Mayo,"Castlebar Street, Westport",1,0,0,0,2,,,,22(2),53.8007,-9.5199,24 x 7,,
RoI,Mayo,"Leisure Centre Car Park, Off James Street, Westport",1,2,0,0,0,100(2),,,,53.8005,-9.5241,24 x 7,,
RoI,Meath,"Circle K, Ratoath Road, Ashbourne, A01",1,1,1,1,0,50,50,43,,53.495491,-6.395969,24 x 7,,
RoI,Meath,"Tesco Bettystown, Narrow Ways, Eastham Rd, Meath, Ireland, Bettystown",1,0,0,0,2,,,,22(2),53.6969985,-6.2474192,24 x 7,,
RoI,Meath,"Irish Rail, Dunboyne Train Station, Station Road (L2228), Dunboyne",1,0,0,0,2,,,,22(2),53.41658,-6.46339,24 x 7,L2228,
RoI,Meath,"Irish Rail Train Station Car Park, Off Main Street, Enfield",1,0,0,0,2,,,,22(2),53.415451,-6.834811,24 x 7,,
RoI,Meath,"Relish xpress, M1 Junction 7 (R132), Mosney Cross (R132), Julianstown, A92HW86",1,0,0,0,2,,,,22(2),53.6584,-6.2636,24 x 7,M1 M1 Junction 7,
RoI,Meath,"Park Ri Service Station, Cavan Road, Townparks, Kells, A82E7F3",2,2,2,1,0,"150, 50","70, 50",43,,53.730936,-6.8886429,24 x 7,,
RoI,Meath,"Off Circular Road, Kells",1,1,1,0,1,50,50,,22,53.728958,-6.88217,24 x 7,,
RoI,Meath,"Bective Street, Kells",1,0,0,0,2,,,,22(2),53.722954,-6.881176,24 x 7,,
RoI,Meath,"Alverno Terrace, Laytown",1,0,0,0,2,,,,22(2),53.678649,-6.23974,24 x 7,,
RoI,Meath,"Public Car Park, Kells Road (N51), Off Inner Relief Road, Navan",1,0,0,0,2,,,,22(2),53.655729,-6.687417,24 x 7,N51 N51,
RoI,Meath,"Public Car Park, Abbey Road, Navan",1,0,0,0,2,,,,22(2),53.654434,-6.683919,24 x 7,,
RoI,Meath,"Public Car Park, Fair Green, Navan",1,0,0,0,2,,,,22(2),53.651566,-6.684154,24 x 7,,
RoI,Meath,"Maxol Riverside Service Station, Dublin Road (R147), Navan",1,1,1,0,1,50,50,,22,53.6477,-6.67673,24 x 7,R147,
RoI,Meath,"Irish Rail, M3 Parkway Station, M3 Junction 5 (R157/R147), Near Dunboyne",1,0,0,0,2,,,,7(2),53.43385,-6.47119,24 x 7,M3 M3 Junction 5,
RoI,Meath,"Conway's Spar Maxol, Fairyhouse Road, Ratoath, A85 FF20",2,3,3,0,1,"150(2), 50","70(2), 50",,22,53.5004488,-6.4676102,24 x 7,,
RoI,Meath,"Off Haggard Street, Trim",1,1,1,0,1,50,50,,22,53.558067,-6.789353,24 x 7,,
RoI,Meath,"Public Car Parking, Finnegan's Way, Off Castle Street, Trim",1,0,0,0,2,,,,22(2),53.553891,-6.791855,24 x 7,,
RoI,Meath,"Gillens Circle K (Londis), Dublin Rd, Trim",2,3,3,0,1,"150(2), 50","70(2), 50",,22,53.5529374,-6.7613708,24 x 7,,
RoI,Monaghan,"Market Street, Carrickmacross",1,1,1,0,1,50,50,,22,53.978095,-6.719502,24 x 7,,
RoI,Monaghan,"Louis Convent, Castle Street, Carrickmacross",1,0,0,0,2,,,,22(2),53.973836,-6.718495,24 x 7,,
RoI,Monaghan,"Off Thomas Street, Castleblaney",1,0,0,0,2,,,,22(2),54.118976,-6.734236,24 x 7,,
RoI,Monaghan,"Town Centre Car Park, Off Fermanagh Street, Clones",1,0,0,0,2,,,,22(2),54.180374,-7.232457,24 x 7,,
RoI,Monaghan,"Old Cross Square, Monaghan",1,0,0,0,2,,,,22(2),54.246923,-6.964533,24 x 7,,
RoI,Monaghan,"Circle K Service Station, Emyvale Road (N2), Coolshannagh, Monaghan Town",2,3,3,0,1,"150(2), 50","70(2), 50",,22,54.2636,-6.9592,24 x 7,N2 N2,
RoI,Offaly,"West End, Banagher",1,0,0,0,2,,,,22(2),53.192077,-7.990944,24 x 7,,
RoI,Offaly,"Marian Hall Car Park, Off William Street, Birr",1,1,1,0,1,50,50,,22,53.09578,-7.913652,24 x 7,,
RoI,Offaly,"Tesco Birr,Railway Rd, Drumbane,, Drumbane, Birr, R42 YX23",1,0,0,0,2,,,,22(2),53.0901392,-7.9097758,24 x 7,,
RoI,Offaly,"Irish Rail Clara Train Station, Railway View, Clara",1,0,0,0,2,,,,22(2),53.340138,-7.616688,24 x 7,,
RoI,Offaly,"Tesco Edenderry, Clonmullen Industrial Estate, Dublin Rd, Edenderry, Co. Offaly, Edenderry",1,0,0,0,2,,,,22(2),53.3458469,-7.0446194,24 x 7,,
RoI,Offaly,"O'Connell Square, Edenderry",1,0,0,0,2,,,,22(2),53.343358,-7.048445,24 x 7,,
RoI,Offaly,"Market Square, Tullamore",1,0,0,0,2,,,,22(2),53.275635,-7.490152,24 x 7,,
RoI,Offaly,"Tanyard Lane, Tullamore",1,1,1,0,1,50,50,,22,53.273339,-7.490183,24 x 7,,
RoI,Offaly,"Irish Rail, Western Relief Road (R443) Kilcruttin, Tullamore",1,0,0,0,2,,,,22(2),53.270244,-7.499381,24 x 7,R443,
RoI,Roscommon,"Casey's Londis, Athlone Road",2,3,1,0,1,"150(2), 50",50,,22,53.6292253,-8.1856616,24 x 7,,
RoI,Roscommon,"Duffy's Supervalu, Off Main Stree/Market Street (R293/L1244), Ballaghadereen",1,1,1,1,0,50,50,43,,53.902067,-8.584513,Mon:08:00-21:00 Tue:08:00-21:00 Wed:08:00-21:00 Thu:08:00-21:00 Fri:08:00-21:00 Sat:08:00-21:00 Sun:08:00-19:00,,
RoI,Roscommon,"New Street (R293), Ballaghadreen",1,0,0,0,2,,,,22(2),53.900165,-8.583955,24 x 7,R293,
RoI,Roscommon,"Brogans Lane ( Athlone Road ) Roscommon, Ballypheasan",1,1,1,0,1,50,50,,22,53.62904,-8.18817,24 x 7,,
RoI,Roscommon,"Military Road, Boyle",1,0,0,0,2,,,,22(2),53.97367,-8.300383,24 x 7,,
RoI,Roscommon,"Carrick Road, Boyle",1,0,0,0,2,,,,22(2),53.971854,-8.30158,24 x 7,,
RoI,Roscommon,"Lunney’s Service Station, Sligo Road, Carrick-on-Shannon",2,2,2,0,1,"150, 50","70, 50",,22,53.941292,-8.10011,24 x 7,,
RoI,Roscommon,"Main Street, Castlerea",1,0,0,0,2,,,,22(2),53.768179,-8.49094,24 x 7,,
RoI,Roscommon,"Barrack Street, Castlerea",1,0,0,0,2,,,,22(2),53.766167,-8.483368,24 x 7,,
RoI,Roscommon,"Castle Street, Roscommon",1,0,0,0,2,,,,22(2),53.6330263,-8.1895384,24 x 7,,
RoI,Roscommon,"Town Centre Car Park, Off Main Street, Roscommon Town",1,0,0,0,2,,,,22(2),53.6308366,-8.1886934,24 x 7,,
RoI,Sligo,"Irish Rail Collooney Station, Coolaney Road (L2101), Collooney",1,0,0,0,2,,,,7(2),54.186644,-8.494964,24 x 7,L2101,
RoI,Sligo,"Yeats Tavern & Davis' Restaurant, Sligo-Bundoran Road (N15), Drumcliffe",1,0,0,0,2,,,,22(2),54.328887,-8.501889,24 x 7,N15 N15,
RoI,Sligo,"Circle K ( Londis ) Service Station, Sligo Road, Grange, Sligo, Grange",2,1,1,1,2,50,50,43,22(2),54.389519,-8.528397,Mon:07:00-23:00 Tue:07:00-23:00 Wed:07:00-23:00 Thu:07:00-23:00 Fri:07:00-23:00 Sat:07:00-23:00 Sun:07:00-23:00,,
RoI,Sligo,"Train Station, Lord Edward Street, Sligo, F91 K752",1,0,0,0,2,,,,22(2),54.27203,-8.4825,24 x 7,,
RoI,Sligo,"9-12 Union Place, Sligo Town",1,1,1,0,1,50,50,,22,54.273682,-8.480708,24 x 7,,
RoI,Sligo,"Riverside, Sligo Town",1,0,0,0,2,,,,22(2),54.271302,-8.465001,24 x 7,,
RoI,Sligo,"Wolfe Tone Square, Tubbercurry",1,0,0,0,2,,,,22(2),54.054302,-8.729412,24 x 7,,
RoI,Tipperary,"Tipperary Town Plaza,Limerick Road, Bohercrow",2,4,4,0,0,200(4),70(4),,,52.4792676,-8.1757967,24 x 7,,
RoI,Tipperary,"Courthouse Car Park, Saint Nicholas Park, Carrick-on-Suir",1,0,0,0,2,,,,22(2),52.348698,-7.409999,24 x 7,,
RoI,Tipperary,"Strand Car Park (access via Castle Lane/Oven Lane), Carrick-on-Suir",1,0,0,0,2,,,,22(2),52.345534,-7.41366,24 x 7,,
RoI,Tipperary,"Circle K Service Station, M8 Junction 8 (R692), Wallers Lot, Cashel",1,1,1,0,1,50,50,,22,52.509038,-7.872552,24 x 7,M8 M8 Junction 8,
RoI,Tipperary,"Supervalu Car Park, Off Kickham Street, Clonmel",1,0,0,0,2,,,,22(2),52.355664,-7.700573,24 x 7,,
RoI,Tipperary,"Public Car Park, Off Mary Street/Gladstone Street, Clonmel",1,0,0,0,2,,,,22(2),52.353337,-7.703744,24 x 7,,
RoI,Tipperary,"Gordon Place Car Park, Wolfe Tone Street, Clonmel",1,1,1,0,1,50,50,,22,52.353099,-7.7068,24 x 7,,
RoI,Tipperary,"Obama Plaza, M7 Junction 23 (Circle K Service Station), Tipperary, Moneygall",4,8,8,0,0,200(8),70(8),,,52.883989,-7.944274,24 x 7,M7 M7 Junction 23,
RoI,Tipperary,"Tesco Tipperary, Limerick Rd, Murgasty",1,0,0,0,2,,,,22(2),52.4757206,-8.1726491,24 x 7,,
RoI,Tipperary,"Tesco Superstore, Borrisokane Road, Nenagh North, Nenagh",1,0,0,0,2,,,,22(2),52.8705809,-8.1976983,24 x 7,,
RoI,Tipperary,"Abbey Court Hotel, Dublin Road, Nenagh",1,1,1,1,0,50,50,43,,52.864558,-8.189447,24 x 7,,
RoI,Tipperary,"Circle K Daybreak Service Station, Limerick Road, Nenagh",2,0,0,0,2,,,,22(2),52.861526,-8.212924,24 x 7,,
RoI,Tipperary,"Supervalu Car Park, Off Green Street, Roscrea",1,0,0,0,2,,,,22(2),52.956953,-7.801199,24 x 7,,
RoI,Tipperary,"Circle K Carrig Service Station, Carrig Road, Roscrea",1,1,1,1,0,50,50,43,,52.946645,-7.796595,24 x 7,,
RoI,Tipperary,"Irish Rail, Butler Avenue, Thurles",1,0,0,0,2,,,,22(2),52.675998,-7.821686,24 x 7,,
RoI,Tipperary,"Town Car Park, Abbey Street, , Tipperary Town",1,0,0,0,2,,,,7(2),52.473217,-8.160363,24 x 7,,
RoI,Waterford,"Irish Rail Plunkett Station, Dock Road, Abbeylands",1,0,0,0,2,,,,22(2),52.26604,-7.116893,24 x 7,,
RoI,Waterford,"Davitts Quay, Dungarvan",1,0,0,0,2,,,,22(2),52.09105,-7.619949,24 x 7,,
RoI,Waterford,"St. Augustines Car Park, St. Augustine Street, Dungarvan",1,1,1,0,1,50,50,,22,52.088374,-7.620327,24 x 7,,
RoI,Waterford,"Dock Road, Dunmore East",1,0,0,0,2,,,,22(2),52.152969,-6.994926,24 x 7,,
RoI,Waterford,"Lower Branch Road, Tramore",1,0,0,0,2,,,,22(2),52.164062,-7.147005,24 x 7,,
RoI,Waterford,"Tramore Retail Park (Tesco), Summerhill Rise, Tramore",1,0,0,0,2,,,,22(2),52.163684,-7.15972,24 x 7,,
RoI,Waterford,"The Promenade, Tramore",1,0,0,0,2,,,,22(2),52.159399,-7.14197,24 x 7,,
RoI,Waterford,"Miller's Marsh Car Park, Off Poleberry Link Road/Johnstown, Waterford",1,0,0,0,2,,,,22(2),52.255957,-7.111051,24 x 7,,
RoI,Waterford,"Tesco Poleberry, Bath St, Poleberry Link Rd, Waterford, Waterford",1,0,0,0,2,,,,22(2),52.2542597,-7.111383,24 x 7,,
RoI,Waterford,"Waterford Institute of Technology, Cork Road, Waterford",1,0,0,0,2,,,,22(2),52.246699,-7.136054,24 x 7,,
RoI,Waterford,"Tesco Ballybeg, Ballybeg Dr, Ballybeg, Waterford, Waterford",1,0,0,0,2,,,,22(2),52.2368502,-7.1389734,24 x 7,,
RoI,Waterford,"Ballybricken Green, Ballybricken, Waterford City",1,1,1,0,0,100,50,,,52.259815,-7.117449,24 x 7,,
RoI,Waterford,"Parnell Street, Waterford City",1,0,0,0,2,,,,22(2),52.258851,-7.108709,24 x 7,,
RoI,Waterford,"Public Car Park, Bolton Street, Waterford City",1,2,0,0,0,100(2),,,,52.2587888,-7.1056263,24 x 7,,
RoI,Westmeath,"Irish Rail Train Station, Southern Station Road, Athlone",1,0,0,0,2,,,,7(2),53.427551,-7.938416,24 x 7,,
RoI,Westmeath,"Ballymahon Road, Athlone",1,1,1,0,1,50,50,,22,53.424683,-7.934554,24 x 7,,
RoI,Westmeath,"Castle Street, Athlone",1,0,0,0,2,,,,22(2),53.422802,-7.942743,24 x 7,,
RoI,Westmeath,"Circle K Service Station, Castlemaine Street (Dublin Road), Athlone",1,1,1,1,0,50,50,43,,53.420872,-7.926661,24 x 7,,
RoI,Westmeath,"Kilmartin N6 Service Station, Dublin road, Athlone",2,2,2,0,1,"150, 50","70, 50",,22,53.4105912,-7.8936794,24 x 7,N6 N6,
RoI,Westmeath,"Texaco (Mace & Supermacs), N4, Ballinalack",2,2,2,0,1,"150, 50","70, 50",,22,53.62617,-7.46709,24 x 7,N4 N4,
RoI,Westmeath,"The Square, Kilbeggan",1,0,0,0,2,,,,22(2),53.367976,-7.498115,24 x 7,,
RoI,Westmeath,"Circle K Service Station, M6 Junction 5 (R389/N52), Tullamore Road, Kilbeggan",1,1,1,1,0,50,50,43,,53.362824,-7.496517,24 x 7,M6 M6 Junction 5,
RoI,Westmeath,"Kinnegad Plaza, Kinnegad",4,8,8,0,0,200(8),70(8),,,53.452479,-7.106487,24 x 7,,
RoI,Westmeath,"Main Street, Moate",1,0,0,0,2,,,,22(2),53.394993,-7.719377,24 x 7,,
RoI,Westmeath,"Tesco Mullingar, Ashe Rd, Commons, Mullingar, Co. Westmeath, Mullingar",1,0,0,0,2,,,,22(2),53.52823,-7.3520975,24 x 7,,
RoI,Westmeath,"McCurtain Street Car Park, Mullingar",1,0,0,0,2,,,,22(2),53.527025,-7.336114,24 x 7,,
RoI,Westmeath,"Blackhall Car Park, Off Mount Street, Mullingar",1,1,1,0,1,50,50,,22,53.523766,-7.342081,24 x 7,,
RoI,Westmeath,"Irish Rail Train Station, Clonmore Road, Mullingar",1,0,0,0,2,,,,22(2),53.522866,-7.34717,24 x 7,,
RoI,Westmeath,"Circle K Service station, Centra O'Briens, Lynn Road, Mullingar",2,2,2,0,1,"150, 50","70, 50",,22,53.51467,-7.342111,24 x 7,,
RoI,Wexford,"Market Square, Bunclody",1,0,0,0,2,,,,22(2),52.6555,-6.6516,24 x 7,,
RoI,Wexford,"Public Car Park, Flanagan's Wharf (Off Main Street) (R472), Courtown Harbour",1,0,0,0,2,,,,22(2),52.644754,-6.227539,24 x 7,,
RoI,Wexford,"Circle K Service Station, Rosslare Road, Drinagh",1,1,1,0,1,50,50,,22,52.300278,-6.45881,24 x 7,,
RoI,Wexford,"Public Car Park, Island Road, Enniscorthy",1,0,0,0,2,,,,22(2),52.505551,-6.569767,24 x 7,,
RoI,Wexford,"Public  Car Park, Duffry Gate, Enniscorthy",1,0,0,0,2,,,,22(2),52.50341,-6.57359,24 x 7,,
RoI,Wexford,"Garda Station Car Park, Off Lymington Road, Enniscorthy",1,1,1,0,1,50,50,,22,52.501053,-6.570085,24 x 7,,
RoI,Wexford,"Gorey Services Station, M11, Gorey",1,1,1,1,0,50,50,43,,52.750751,-6.202196,24 x 7,M11 M11,
RoI,Wexford,"Maxol Service Station, Arklow Road, Gorey",1,1,1,0,1,50,50,,22,52.67807,-6.289287,24 x 7,,
RoI,Wexford,"Civic Centre Car Park, The Avenue, Gorey",1,0,0,0,2,,,,22(2),52.67315,-6.29569,24 x 7,,
RoI,Wexford,"Tesco Gorey, Ramstown, Gorey, Co. Wexford, Gorey",1,0,0,0,2,,,,22(2),52.6723069,-6.2995805,24 x 7,,
RoI,Wexford,"Irish Rail, Railway Road, Gorey",1,0,0,0,2,,,,22(2),52.671783,-6.292575,24 x 7,,
RoI,Wexford,"Amber/Centra Service Station, Rosslare Road, Killinick",1,1,1,1,0,50,50,43,,52.25783,-6.456163,24 x 7,,
RoI,Wexford,"Barrack Lane, New Ross",1,1,1,0,1,50,50,,22,52.395284,-6.943578,24 x 7,,
RoI,Wexford,"Public Car Park, Off South Street, New Ross",1,0,0,0,2,,,,22(2),52.3928,-6.9452,24 x 7,,
RoI,Wexford,"Tesco New Ross, Bosheen St, Portersland, New Ross",1,0,0,0,2,,,,22(2),52.3911408,-6.9281627,24 x 7,,
RoI,Wexford,"Abbey Street, Wexford",1,0,0,0,2,,,,22(2),52.340105,-6.463952,24 x 7,,
RoI,Wexford,"Tesco Wexford, Whitewell, Wexford, Wexford",1,0,0,0,2,,,,22(2),52.3321143,-6.4610688,24 x 7,,
RoI,Wexford,"Public Car Park, Off Wellington Place/Redmond Place, Wexford Town",1,0,0,0,2,,,,22(2),52.342373,-6.464083,24 x 7,,
RoI,Wexford,"Donovan's Wharf Car Park, Harper's Lane, Crescent Quay, Wexford Town",1,0,0,0,2,,,,22(2),52.337957,-6.460155,24 x 7,,
RoI,Wexford,"High Street, Wexford Town",1,0,0,0,2,,,,22(2),52.337426,-6.46209,24 x 7,,
RoI,Wicklow,"Riverwalk, Via Upper Main Street, Arklow",1,0,0,0,2,,,,22(2),52.79884,-6.153186,24 x 7,,
RoI,Wicklow,"Laffins Lane Car Park, Via Lower Main Street or Castle Park, Arklow",1,1,1,0,1,50,50,,22,52.796732,-6.154016,24 x 7,,
RoI,Wicklow,"Tesco Arklow, Arklow Square, Wexford Rd, Arklow",1,0,0,0,2,,,,22(2),52.7951845,-6.1606694,24 x 7,,
RoI,Wicklow,"Irish Rail, Mary Street, Arklow",1,0,0,0,2,,,,22(2),52.794954,-6.159181,24 x 7,,
RoI,Wicklow,"GAA Car Park, Main Street, Ashford",1,0,0,0,2,,,,22(2),53.011805,-6.108066,24 x 7,,
RoI,Wicklow,"Quinsborough Road, Bray",1,0,0,0,2,,,,22(2),53.204956,-6.103734,24 x 7,,
RoI,Wicklow,"Strand Road, Opp. Sea Life Aquarium, Bray",1,1,1,0,1,50,50,,22,53.203434,-6.098695,24 x 7,,
RoI,Wicklow,"Novara Road, Bray",1,0,0,0,2,,,,22(2),53.202217,-6.107886,24 x 7,,
RoI,Wicklow,"Strand Road, Bray",1,0,0,0,2,,,,22(2),53.198448,-6.09546,24 x 7,,
RoI,Wicklow,"Tesco, Vevay Road, Bray",1,1,1,1,0,50,50,43,,53.19518,-6.108436,24 x 7,,
RoI,Wicklow,"Tesco Greystones, Kilcoole Rd, Rathdown Lower, Greystones, Greystones",1,0,0,0,2,,,,22(2),53.1448268,-6.0757718,24 x 7,,
RoI,Wicklow,"Irish Rail Wicklow Train Station, Wicklow",1,0,0,0,2,,,,7(2),52.9879481,-6.0518788,24 x 7,,
RoI,Wicklow,"Bachelor's Walk, Wicklow",1,0,0,0,2,,,,22(2),52.981676,-6.042404,24 x 7,,
RoI,Wicklow,"Tesco, Glebe Road, Wicklow Town",1,1,1,0,1,50,50,,22,52.983325,-6.051079,24 x 7,,
RoI,Wicklow,"Church Street, Wicklow Town",1,0,0,0,2,,,,22(2),52.981196,-6.044072,24 x 7,,
RoI,Wicklow,"Public Car Park, Convent Road Kilmantin Hill, Wicklow Town",1,0,0,0,2,,,,22(2),52.978236,-6.038787,24 x 7,,
NI,,"Stormont Hotel, Upper Newtownards Road, Belfast, BT4 3LP",1,0,0,0,2,,,,22(2),54.59371,-5.839133,24 x 7,,
NI,,"NW Transport Hub, Waterside Link, Derry, BT47 6AH",2,0,0,0,4,,,,7(4),54.9930477,-7.3127255,24 x 7,,
NI,Antrim,"Dunsilly Park and Ride, Dunsilly Roundabout, Antrim, BT41 2JH",1,0,0,0,2,,,,22(2),54.74636,-6.234244,24 x 7,,
NI,Antrim,"Junction One Shopping Centre, Ballymena Road, Antrim, BT41 4LL",1,0,0,0,2,,,,22(2),54.73014,-6.2305,24 x 7,,
NI,Antrim,"Causeway Coast and Glens Borough Council Car Park, Castle Street, Antrim, BT41 4JE",1,0,0,0,2,,,,22(2),54.7177206,-6.2202943,24 x 7,,
NI,Antrim,"Antrim Park & Ride, Station Road, Antrim, BT41 4AB",1,0,0,0,2,,,,22(2),54.717252,-6.210415,24 x 7,,
NI,Antrim,"Council Car Park, Dublin Road/Bridge Street, Antrim, BT41 4DA",1,0,0,0,2,,,,22(2),54.712504,-6.218678,24 x 7,,
NI,Antrim,"Crumlin Community Centre, Main Street, Crumlin, Antrim, BT29 4UR",1,0,0,0,2,,,,22(2),54.62047,-6.2147,24 x 7,,
NI,Antrim,"Car Park, Abbey Lane, Off Linenhall Street, Armagh, BT61 7DW",1,0,0,0,2,,,,22(2),54.34658,-6.653094,24 x 7,,
NI,Antrim,"Causeway Coast and Glens Borough Council Car Park, Castle Street, Ballycastle, BT64 6AS",1,0,0,0,2,,,,22(2),55.200932,-6.253492,24 x 7,,
NI,Antrim,"Ballygally Castle Hotel, 274 Coast Rd, Ballygalley, BT40 2QZ",1,0,0,0,2,,,,22(2),54.899439,-5.861231,24 x 7,,
NI,Antrim,"Ballymena Park and Ride, Galgorm Road, Ballymena, BT42 1AD",1,0,0,0,2,,,,22(2),54.864446,-6.284769,24 x 7,,
NI,Antrim,"Seven Towers Leisure Centre Car Park, Via A26 Larne Road Link (At KFC), Ballymena, BT43 7BL",1,2,0,0,0,100(2),,,,54.8623228,-6.2682943,24 x 7,,
NI,Antrim,"Council Car Park, Henry Street, Ballymena, BT42 3AH",1,2,0,0,0,100(2),,,,54.860083,-6.277401,24 x 7,,
NI,Antrim,"Car Park County Hall, 182 Galgorm Rd, Ballymena, BT42 1QF",1,0,0,0,2,,,,22(2),54.857101,-6.308798,24 x 7,,
NI,Antrim,"Maxol Centra Antrim Road Filling Station, Queen Street, Ballymena, BT42 2BJ",1,2,0,0,0,100(2),,,,54.853932,-6.275528,24 x 7,,
NI,Antrim,"Ballee Road Park and Share, Ballymena, BT42 2HD",1,0,0,0,2,,,,22(2),54.844648,-6.273606,24 x 7,,
NI,Antrim,"Townhead Street, Ballymoney, BT53 6BE",1,0,0,0,2,,,,22(2),55.071775,-6.519416,24 x 7,,
NI,Antrim,"Trolan's Supervalu (Filling Station), Ballymena Road (B62), Ballymoney, BT53 7AB",1,0,0,0,2,,,,22(2),55.0710605,-6.5026115,24 x 7,,
NI,Antrim,"Joey Dunlop Leisure Centre, 33 Garryduff Rd, Ballymoney, BT53 7DB",1,0,0,0,2,,,,22(2),55.063572,-6.494441,24 x 7,,
NI,Antrim,"Fort Service Station, 234 Shore Road, Belfast, BT15 3QB",1,1,1,0,1,50,50,,22,54.629701,-5.922442,24 x 7,,
NI,Antrim,"Eastside Park and Ride, Middlepath Street, Belfast, BT5 4BG",1,0,0,0,2,,,,22(2),54.6001346,-5.9135102,24 x 7,,
